sku,categories,short_description,description,price,special_price,is_in_stock,additional_attributes,created_at,updated_at
Evening mist,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",<p>Bring a colorful burst of minimalistic art to your walls with modern painting and every time you'll fall in love with it over and over again</p>,,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""75000"",jd_trends_artist=""2"",prirority=""8""","10/12/18, 7:27 PM","5/13/22, 4:08 PM"
Looking beyond,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Surrealism,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""40000"",jd_trends_artist=""2"",prirority=""7""","10/12/18, 7:29 PM","8/31/22, 1:29 PM"
Midday Glow,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Decorative ,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",<p>Welcome your guests with a vibrant flower painting featuring splashes of colours and abstract lines</p>,,,,1,"room=""Bed Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""50000"",jd_trends_artist=""2"",prirority=""6""","10/12/18, 7:31 PM","11/6/21, 10:31 PM"
Moonlit fragrance,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Paintings/Style/Abstract,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Floral Paintings""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Floral Paintings</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""75000"",jd_trends_artist=""2"",prirority=""9""","10/12/18, 7:33 PM","5/12/22, 3:06 PM"
Morning Bloom1,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Decorative ,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Floral Paintings""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Floral Paintings</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""50000"",jd_trends_artist=""2"",prirority=""6""","10/12/18, 7:34 PM","11/6/21, 10:31 PM"
Morning Bloom2,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Paintings/Style/Abstract","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Floral Paintings""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Floral Paintings</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""50000"",jd_trends_artist=""2"",prirority=""7""","10/12/18, 7:36 PM","11/6/21, 10:31 PM"
Glory  of the Morning,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Paintings/Style/Abstract,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""Enhance the beauty of Your Walls through Floral Paintings""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":2,""11"":0,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Enhance the beauty of Your Walls through Floral Paintings</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""100000"",jd_trends_artist=""2"",prirority=""8""","10/12/18, 7:40 PM","11/6/21, 10:31 PM"
Summer,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Decorative ,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",<p>Welcome your guests with a vibrant flower painting featuring splashes of colours and abstract lines</p>,,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""280000"",jd_trends_artist=""2"",prirority=""9""","10/12/18, 7:41 PM","11/6/21, 10:31 PM"
Turquoise,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Decorative ,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas",<p>Welcome your guests with a vibrant flower painting featuring splashes of colours and abstract lines</p>,,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""200000"",jd_trends_artist=""2"",prirority=""9""","10/12/18, 7:44 PM","5/12/22, 3:06 PM"
We Breathe,"Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Paintings/Style/Abstract,Default Category/Room by View/Bed Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Art Paper",<p>Welcome your guests with a vibrant flower painting featuring splashes of colours and abstract lines</p>,,,,1,"room=""Living Room"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""200000"",jd_trends_artist=""2"",prirority=""7""","10/12/18, 7:45 PM","5/12/22, 2:59 PM"
Weaving dreams,"Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""Welcome your guests with a vibrant décor featuring splashes of color and abstract lines""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Welcome your guests with a vibrant décor featuring splashes of color and abstract lines</span></p>",,,,1,"room=""Living Room"",medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""100000"",jd_trends_artist=""2"",prirority=""4""","10/12/18, 7:47 PM","5/13/22, 4:58 PM"
IAZ0001148,"Default Category/Paintings,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Style,Default Category/Paintings/Style/Impressionistic,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Oil,Default Category/Show by Room,Default Category/Show by Room/Office,Default Category/Room by View/Study Room View,Default Category/Room by View,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas","<p><span data-sheets-value=""{""1"":2,""2"":""Welcome your guests with a vibrant décor featuring splashes of color and abstract lines""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Welcome your guests with a vibrant décor featuring splashes of color and scenery lines</span></p>",,,,1,"room=""Living Room"",medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""25000"",jd_trends_artist=""2"",prirority=""4""","10/14/18, 1:29 AM","8/31/22, 1:26 PM"
